# Attractions: id,name,x,y,attractiveness
186,Kosciol Oltaszyn,30.6,75.5,0.15
187,Aleja Biskupin,27.4,68.0,0.13
188,Aquapark Karlowice,60.6,84.8,0.20
189,Zamek Biskupin,24.1,78.4,0.56
190,Wieza Zielony,24.4,64.4,0.17
191,Dworek Czerwony,32.5,66.5,0.92
192,Zaulek Sepolno,45.7,87.7,0.41
193,Zamek Gorny,53.4,48.7,0.56
194,Kino Zachodni,44.8,69.3,0.37
195,Palac Wielki,41.8,53.2,0.22
196,Aleja Krzyki,48.7,65.3,0.22
197,Muzeum Nadodrzanski,22.1,73.4,0.92
198,Skwer Dolny,50.7,51.3,0.56
199,Pomnik Brochow,61.7,61.2,0.41
# Bus Edges: i,j
0,2
0,52
0,58
0,94
0,98
0,130
0,142
0,148
0,181
0,183
1,45
1,67
1,77
1,83
1,106
1,150
1,161
1,164
1,167
1,185
2,34
2,42
2,43
2,58
2,89
2,90
2,109
2,111
2,142
2,181
3,11
3,35
3,70
3,86
3,87
3,121
3,126
3,136
3,177
3,178
4,17
4,20
4,42
4,46
4,61
4,102
4,108
4,112
4,125
4,129
4,135
4,154
4,159
4,163
4,165
5,18
5,77
5,83
5,92
5,115
5,156
5,167
5,174
5,179
5,185
5,191
6,30
6,36
6,40
6,44
6,65
6,85
6,88
6,108
6,118
6,133
6,171
7,19
7,22
7,30
7,66
7,68
7,85
7,93
7,97
7,133
7,135
7,139
7,196
8,74
8,75
8,80
8,82
8,111
8,117
8,138
8,144
8,180
8,188
9,16
9,23
9,25
9,27
9,29
9,56
9,100
9,124
9,152
9,157
9,162
9,189
10,39
10,48
10,64
10,81
10,88
10,93
10,122
10,133
10,153
10,172
10,198
11,35
11,70
11,86
11,87
11,121
11,126
11,136
11,177
11,178
12,51
12,53
12,72
12,95
12,113
12,116
12,127
12,137
12,140
12,149
12,182
13,24
13,38
13,55
13,57
13,63
13,64
13,81
13,172
13,176
13,198
14,15
14,24
14,32
14,49
14,62
14,63
14,69
14,103
14,107
14,166
15,32
15,49
15,62
15,63
15,69
15,103
15,107
15,143
15,166
16,25
16,27
16,29
16,92
16,96
16,100
16,101
16,104
16,141
16,152
16,186
16,189
17,20
17,21
17,42
17,43
17,46
17,61
17,82
17,89
17,102
17,117
17,128
17,163
17,165
18,45
18,83
18,92
18,115
18,150
18,156
18,167
18,174
18,187
18,191
19,30
19,66
19,68
19,93
19,97
19,161
19,168
19,194
19,196
20,42
20,46
20,75
20,82
20,112
20,117
20,159
20,165
21,22
21,42
21,52
21,85
21,97
21,128
21,135
21,139
21,163
21,196
22,30
22,68
22,85
22,97
22,128
22,135
22,139
22,196
23,29
23,47
23,73
23,78
23,99
23,105
23,119
23,120
23,152
24,32
24,63
24,64
24,122
24,153
24,166
24,170
24,176
24,195
25,27
25,28
25,29
25,50
25,56
25,96
25,100
25,104
25,124
25,141
25,152
25,157
25,158
25,162
25,173
25,186
25,189
25,197
26,37
26,62
26,67
26,71
26,84
26,106
26,134
26,145
26,151
26,164
27,29
27,73
27,92
27,101
27,104
27,119
27,141
27,152
27,186
28,50
28,56
28,96
28,100
28,124
28,131
28,157
28,158
28,173
28,189
28,197
29,101
29,104
29,141
29,152
29,162
29,186
29,189
30,36
30,44
30,66
30,85
30,88
30,133
30,135
30,139
30,171
30,196
31,54
31,59
31,91
31,95
31,113
31,114
31,123
31,140
31,169
31,182
32,62
32,63
32,103
32,107
32,122
32,145
32,151
32,153
32,166
32,170
32,195
33,40
33,44
33,65
33,70
33,76
33,86
33,108
33,118
33,121
33,177
33,199
34,43
34,58
34,80
34,89
34,90
34,109
34,111
34,138
34,142
34,147
34,175
34,180
34,181
35,48
35,70
35,87
35,126
35,136
35,177
35,178
35,193
36,40
36,44
36,65
36,70
36,88
36,118
36,121
36,133
36,171
37,49
37,54
37,62
37,69
37,71
37,72
37,107
37,110
37,134
37,140
37,143
38,48
38,55
38,57
38,63
38,64
38,81
38,87
38,172
38,176
38,193
38,198
39,48
39,64
39,66
39,88
39,93
39,122
39,133
39,153
39,172
39,198
40,44
40,65
40,70
40,76
40,86
40,108
40,118
40,121
40,199
41,51
41,53
41,60
41,72
41,116
41,127
41,146
41,149
41,184
41,187
41,190
42,43
42,82
42,89
42,90
42,102
42,109
42,111
42,117
42,128
42,142
42,165
42,181
43,80
43,89
43,90
43,109
43,111
43,138
43,142
43,180
43,181
44,61
44,65
44,85
44,88
44,108
44,118
44,154
44,171
44,199
45,67
45,83
45,84
45,150
45,164
45,167
45,174
45,191
46,61
46,76
46,102
46,108
46,112
46,125
46,129
46,154
46,159
46,163
46,165
47,73
47,78
47,99
47,105
47,119
47,120
47,132
47,148
47,160
47,192
48,55
48,64
48,81
48,87
48,136
48,172
48,178
48,193
48,198
49,62
49,69
49,71
49,103
49,107
49,110
49,143
50,56
50,96
50,100
50,131
50,157
50,158
50,173
50,189
50,197
51,53
51,60
51,72
51,116
51,127
51,137
51,146
51,149
51,187
51,190
52,79
52,94
52,97
52,98
52,130
52,142
52,179
52,194
53,60
53,116
53,127
53,146
53,149
53,187
53,190
54,59
54,71
54,91
54,95
54,110
54,114
54,123
54,137
54,140
54,143
54,169
54,182
55,57
55,64
55,81
55,87
55,136
55,172
55,176
55,193
56,96
56,100
56,124
56,157
56,158
56,162
56,173
56,189
57,64
57,81
57,87
57,172
57,176
57,193
57,198
58,80
58,90
58,98
58,109
58,111
58,142
58,144
58,147
58,155
58,175
58,180
58,181
58,192
59,69
59,91
59,95
59,114
59,123
59,143
59,169
59,182
60,72
60,84
60,134
60,146
60,149
60,150
60,187
60,190
60,191
61,85
61,102
61,108
61,128
61,135
61,139
61,154
61,163
62,69
62,71
62,103
62,107
62,110
62,143
62,145
62,151
62,166
62,195
63,103
63,122
63,166
63,176
63,195
64,81
64,172
64,176
64,193
64,198
65,70
65,86
65,88
65,108
65,118
65,121
65,171
65,199
66,68
66,88
66,93
66,133
66,153
66,196
67,84
67,106
67,134
67,150
67,164
67,167
67,191
68,79
68,97
68,130
68,161
68,168
68,194
68,196
69,103
69,107
69,110
69,143
70,86
70,88
70,118
70,121
70,126
70,177
70,178
71,84
71,107
71,110
71,134
71,143
72,84
72,110
72,134
72,137
72,140
72,146
72,149
72,190
73,78
73,99
73,101
73,119
73,120
73,148
73,152
73,183
74,75
74,80
74,82
74,117
74,138
74,144
74,175
74,180
74,188
75,80
75,82
75,111
75,117
75,138
75,165
75,180
75,188
76,86
76,108
76,112
76,121
76,125
76,129
76,154
76,199
77,79
77,83
77,156
77,161
77,164
77,167
77,168
77,179
77,185
78,94
78,99
78,105
78,119
78,120
78,132
78,148
78,160
78,183
78,192
79,97
79,98
79,130
79,161
79,168
79,179
79,185
79,194
80,90
80,109
80,111
80,138
80,144
80,147
80,155
80,175
80,180
80,181
80,188
81,87
81,172
81,176
81,178
81,193
81,198
82,112
82,117
82,138
82,159
82,165
83,106
83,150
83,156
83,161
83,164
83,167
83,168
83,174
83,179
83,185
84,134
84,146
84,150
84,164
84,191
85,128
85,135
85,139
85,163
85,171
85,196
86,108
86,118
86,121
86,126
86,177
86,199
87,126
87,136
87,172
87,176
87,178
87,193
88,118
88,133
88,171
89,90
89,109
89,111
89,142
89,181
90,109
90,111
90,138
90,142
90,180
90,181
91,95
91,113
91,114
91,123
91,140
91,169
91,182
92,101
92,104
92,115
92,141
92,156
92,174
92,184
92,186
93,122
93,133
93,153
93,170
93,196
94,98
94,99
94,120
94,130
94,148
94,156
94,183
95,113
95,114
95,116
95,123
95,137
95,140
95,169
95,182
96,100
96,131
96,157
96,158
96,173
96,184
96,189
96,197
97,128
97,130
97,161
97,168
97,194
97,196
98,99
98,130
98,142
98,148
98,183
99,105
99,119
99,120
99,132
99,148
99,160
99,183
100,104
100,124
100,131
100,141
100,157
100,158
100,173
100,189
100,197
101,104
101,115
101,119
101,141
101,156
101,186
102,108
102,112
102,125
102,129
102,135
102,154
102,159
102,163
103,107
103,143
103,166
104,115
104,131
104,141
104,184
104,186
104,189
105,119
105,120
105,132
105,148
105,160
105,192
106,145
106,161
106,164
106,167
106,168
106,170
106,185
107,110
107,143
107,151
108,118
108,121
108,125
108,129
108,154
108,163
108,199
109,111
109,138
109,142
109,180
109,181
110,137
110,140
110,143
111,117
111,138
111,142
111,175
111,180
111,181
111,188
112,125
112,129
112,154
112,159
112,165
113,114
113,116
113,123
113,137
113,140
113,169
113,182
114,123
114,140
114,169
114,182
115,141
115,156
115,174
115,184
115,186
115,187
115,191
116,127
116,137
116,140
116,149
116,182
117,138
117,165
117,188
118,121
118,171
118,199
119,120
119,148
119,152
119,183
120,132
120,148
120,152
120,160
120,183
121,126
121,177
121,199
122,145
122,151
122,153
122,166
122,170
122,195
123,140
123,169
123,182
124,157
124,158
124,162
124,173
124,189
125,129
125,154
125,159
125,199
126,136
126,177
126,178
127,131
127,149
127,184
127,187
127,190
128,135
128,139
128,163
129,154
129,159
129,165
130,161
130,168
130,179
130,194
131,141
131,173
131,184
131,187
131,197
132,147
132,148
132,155
132,160
132,183
132,192
133,171
134,137
134,140
134,146
135,139
135,163
135,171
135,196
136,177
136,178
136,193
137,140
137,146
137,149
137,169
137,182
138,144
138,175
138,180
138,188
139,163
139,196
140,146
140,149
140,169
140,182
141,184
141,186
142,181
144,147
144,155
144,175
144,180
144,188
145,151
145,153
145,166
145,170
145,195
146,149
146,190
147,155
147,160
147,175
147,180
147,192
148,155
148,160
148,183
148,192
149,190
150,164
150,167
150,174
150,191
151,153
151,166
151,170
151,195
152,162
152,189
153,166
153,170
153,195
154,159
154,163
154,199
155,160
155,175
155,180
155,192
156,179
156,186
157,158
157,162
157,173
157,189
158,162
158,173
158,189
158,197
159,163
159,165
160,183
160,192
161,168
161,179
161,185
161,194
162,173
162,189
164,167
164,185
164,191
166,170
166,195
167,174
167,179
167,185
167,191
168,179
168,185
168,194
169,182
170,195
172,176
172,193
172,198
173,189
173,197
174,187
174,191
175,180
175,188
176,193
176,198
177,178
178,193
179,185
179,194
180,181
180,188
183,192
184,187
184,190
184,197
187,190
187,191
189,197
193,198
194,196
