# Attractions: id,name,x,y,attractiveness
186,Kosciol Oltaszyn,30.6,75.5,0.15
187,Aleja Biskupin,27.4,68.0,0.13
188,Aquapark Karlowice,60.6,84.8,0.20
189,Zamek Biskupin,24.1,78.4,0.56
190,Wieza Zielony,24.4,64.4,0.17
191,Dworek Czerwony,32.5,66.5,0.92
192,Zaulek Sepolno,45.7,87.7,0.41
193,Zamek Gorny,53.4,48.7,0.56
194,Kino Zachodni,44.8,69.3,0.37
195,Palac Wielki,41.8,53.2,0.22
196,Aleja Krzyki,48.7,65.3,0.22
197,Muzeum Nadodrzanski,22.1,73.4,0.92
198,Skwer Dolny,50.7,51.3,0.56
199,Pomnik Brochow,61.7,61.2,0.41
# Bus Edges: i,j
0,52
0,94
0,98
1,67
1,106
1,164
2,34
2,43
2,58
2,89
2,142
2,181
3,11
3,35
3,126
3,177
4,17
4,46
4,61
4,102
4,163
5,18
5,77
5,156
6,36
6,44
6,171
7,19
7,30
7,196
8,74
8,75
8,138
8,188
9,25
9,29
9,152
9,162
10,39
10,172
10,198
11,35
11,126
11,177
12,113
12,116
12,137
12,149
13,38
13,57
13,176
14,15
14,63
14,103
15,69
15,103
16,25
16,29
16,104
16,141
17,42
17,102
18,115
18,174
18,191
19,66
19,68
19,168
19,196
20,82
20,117
20,165
21,22
21,128
21,139
22,128
22,139
23,47
23,120
23,152
24,32
24,63
24,166
25,100
25,189
26,67
26,71
26,84
27,29
27,101
27,186
28,50
28,96
28,158
28,173
28,189
29,152
30,85
30,135
30,171
31,59
31,91
31,114
31,123
31,169
32,63
32,166
32,195
33,76
33,86
33,121
33,199
34,58
34,109
34,111
34,181
35,126
35,136
35,177
35,178
36,65
36,88
36,118
36,171
37,54
37,71
37,110
38,57
38,176
39,133
39,198
40,65
40,70
40,118
40,121
41,51
41,53
41,127
41,149
41,190
42,43
42,89
43,89
43,90
43,109
44,108
44,171
45,67
45,150
45,164
45,191
46,102
46,154
46,159
47,78
47,105
48,172
48,193
48,198
49,62
49,71
49,107
49,143
50,96
50,173
50,197
51,53
51,149
51,190
52,98
52,130
53,127
53,190
54,110
54,143
55,57
55,81
55,87
56,124
56,157
56,158
56,162
57,176
58,147
58,181
59,91
59,169
60,72
60,84
60,134
60,146
61,102
61,154
61,163
62,71
62,107
63,166
64,81
64,172
64,198
65,70
65,118
66,93
66,133
67,106
67,164
68,97
68,168
69,103
69,143
70,121
71,107
71,110
72,134
72,137
72,140
72,146
73,99
73,119
73,120
74,144
74,188
75,82
75,117
76,108
76,199
77,83
77,167
77,179
77,185
78,99
78,120
78,148
79,130
79,179
79,194
80,111
80,138
80,180
81,172
81,193
82,117
82,165
83,167
83,179
83,185
84,134
84,146
85,135
85,139
86,121
86,199
87,136
87,193
88,133
88,171
89,142
90,109
90,111
91,114
91,123
91,169
92,101
92,115
92,156
92,186
93,133
93,153
94,98
94,183
95,113
95,140
95,169
95,182
96,100
96,131
96,197
97,194
97,196
99,119
99,120
99,148
99,183
100,189
101,156
101,186
102,163
104,141
104,186
105,132
105,160
106,164
108,154
109,111
110,143
111,180
112,125
112,129
112,159
113,116
113,182
114,123
115,174
115,187
116,149
117,165
119,120
121,199
122,153
122,170
122,195
123,169
124,157
124,162
125,129
125,159
126,178
127,190
128,139
129,159
130,194
131,184
131,197
132,160
132,192
134,146
135,139
136,178
137,140
138,180
138,188
141,186
142,181
144,147
144,175
144,188
145,151
145,170
145,195
147,155
147,175
148,183
150,174
150,191
151,170
151,195
153,170
153,195
155,175
155,192
157,158
157,173
158,173
160,192
161,168
161,179
161,185
166,195
167,185
169,182
170,195
172,198
174,191
179,185
184,187
184,197
187,190
