# Attractions: id,name,x,y,attractiveness
49,Aleja Borek,52.3,86.1,0.62
50,Most Biskupin,42.0,88.3,0.23
51,Kaplica Sepolno,59.9,68.4,0.27
52,Galeria Stary,36.2,77.8,0.92
53,Kaplica Czerwony,22.0,45.2,0.70
54,Skwer Zielony,63.2,53.9,0.29
55,Skwer Maly,40.8,80.1,0.30
56,Kosciol Klecina,63.7,55.1,0.93
57,Rynek Bialy,36.4,64.7,0.34
58,Most Karlowice,49.4,88.6,0.74
59,Ogrod Biskupin,36.6,64.7,0.14
60,Zaulek Sepolno,49.7,76.0,0.24
61,Plac Biskupin,49.1,47.6,0.85
62,Teatr Sloneczny,52.8,63.3,0.46
63,Muzeum Zacisze,63.3,61.1,0.53
64,Pomnik Nowy,53.9,69.4,0.56
65,Teatr Bialy,64.0,84.9,0.19
66,Kaplica Karlowice,23.3,72.8,0.78
67,Kaplica Wschodni,44.8,88.3,0.47
68,Hala Borek,25.2,88.9,0.41
69,Plac Bialy,38.1,88.1,0.22
70,Skwer Borek,58.8,48.6,0.18
71,Zaulek Gorny,20.5,58.6,0.21
72,Kaplica Psie Pole,58.1,81.8,0.54
73,Pomnik Brochow,57.7,80.3,0.20
74,Kino Czerwony,32.1,62.2,0.12
75,Skwer Zacisze,59.7,61.4,0.36
76,Kamienica Karlowice,45.1,79.2,0.98
77,Rynek Gorny,35.6,70.1,0.32
78,Hala Zacisze,20.8,75.4,0.14
79,Aquapark Czerwony,49.7,69.5,0.27
80,Palac Klecina,64.4,83.3,0.98
81,Aleja Sepolno,22.4,71.8,0.84
82,Skwer Oltaszyn,35.7,77.1,0.50
83,Kosciol Maly,28.1,53.0,0.75
84,Skwer Gorny,25.1,57.3,0.96
85,Fontanna Psie Pole,43.4,49.3,0.67
86,Bulwar Dolny,43.1,71.6,0.56
87,Muzeum Gorny,28.5,84.3,0.72
88,Plac Karlowice,51.7,55.0,0.63
89,Kino Maly,20.7,65.4,0.58
90,Skwer Wielki,41.7,78.7,0.67
91,Wyspa Klecina,48.6,80.3,0.40
92,Most Oltaszyn,62.7,68.7,0.14
93,Skwer Stary,55.2,82.9,0.28
94,Arena Biskupin,20.8,50.4,0.10
95,Bulwar Wielki,55.6,59.1,0.96
96,Rynek Psie Pole,55.4,49.5,0.47
97,Kosciol Wschodni,22.8,53.5,0.25
98,Centrum Stary,57.2,79.6,0.30
99,Muzeum Borek,49.1,71.4,0.58
100,Kaplica Krzyki,39.7,50.7,0.70
101,Zaulek Zielony,33.9,68.3,0.71
102,Plac Borek,28.9,71.4,0.18
103,Teatr Klecina,50.8,58.8,0.23
104,Plac Wschodni,48.5,69.0,0.45
105,Kosciol Nowy,40.6,69.0,0.14
106,Zamek Zacisze,62.6,87.6,0.68
107,Most Sloneczny,65.0,74.9,0.78
108,Stadion Swojczyce,45.4,73.9,0.50
109,Stadion Nadodrzanski,44.2,46.3,0.31
110,Park Bialy,64.2,45.4,0.84
111,Zaulek Karlowice,22.2,58.2,0.80
112,Pomnik Oltaszyn,44.9,89.2,0.19
113,Zamek Wielki,47.0,78.9,0.15
114,Brama Brochow,50.6,64.8,0.19
115,Zaulek Borek,61.7,69.3,0.82
116,Arena Wielki,30.7,75.0,0.26
117,Rynek Swojczyce,31.9,74.2,0.76
118,Palac Wschodni,26.1,49.9,0.17
119,Wyspa Karlowice,37.4,49.9,0.93
120,Galeria Nowy,28.3,79.5,0.41
121,Arena Brochow,50.2,49.3,0.63
122,Fontanna Biskupin,24.5,53.3,0.36
123,Kino Gorny,58.3,84.2,0.21
124,Brama Oltaszyn,34.0,53.6,0.62
125,Bulwar Brochow,62.2,81.3,0.47
126,Arena Krzyki,46.3,57.4,0.36
127,Park Krzyki,38.3,64.1,0.82
128,Pomnik Swojczyce,37.0,84.2,0.40
129,Fontanna Maly,22.2,63.0,0.21
130,Kamienica Psie Pole,58.7,87.4,0.84
131,Plac Klecina,29.3,52.2,0.39
132,Ogrod Brochow,44.0,56.8,0.35
133,Most Zachodni,48.4,47.8,0.11
134,Park Wielki,23.2,63.3,0.20
135,Centrum Sepolno,50.8,53.3,0.84
136,Muzeum Klecina,49.2,52.4,0.17
137,Zaulek Nowy,56.4,74.5,0.48
138,Pomnik Gorny,34.1,48.1,0.84
139,Park Sepolno,43.1,54.4,0.70
140,Plac Nowy,58.3,81.9,0.96
141,Brama Psie Pole,64.2,54.0,0.66
142,Teatr Maly,32.2,45.6,0.76
143,Aquapark Nowy,60.7,74.2,0.57
144,Stadion Maly,44.6,84.3,0.63
145,Park Sloneczny,57.1,89.6,0.89
146,Wyspa Psie Pole,30.8,46.5,0.74
147,Skwer Sepolno,31.0,54.3,0.24
148,Palac Karlowice,41.9,76.0,0.48
149,Arena Swojczyce,58.5,56.0,0.72
150,Arena Wschodni,33.7,50.7,0.50
151,Plac Czerwony,63.5,68.9,0.57
152,Zamek Sepolno,34.3,85.6,0.67
153,Dworek Sloneczny,50.7,59.5,0.89
154,Fontanna Gorny,49.0,50.4,0.70
155,Fontanna Klecina,22.0,77.4,0.66
156,Kosciol Zachodni,61.8,67.5,1.00
157,Park Maly,31.3,72.0,0.23
158,Wieza Bialy,64.0,49.2,0.53
159,Aquapark Nadodrzanski,29.6,70.6,0.58
160,Muzeum Stary,22.3,49.2,0.83
161,Aquapark Dolny,42.8,72.0,0.70
162,Zaulek Bialy,20.0,82.4,0.20
163,Teatr Nowy,26.5,86.3,0.47
164,Plac Stary,28.9,49.0,0.46
165,Galeria Klecina,55.0,84.4,0.20
166,Ogrod Oltaszyn,58.5,51.5,0.78
167,Aleja Zacisze,21.3,62.1,0.13
168,Skwer Dolny,58.5,64.5,0.63
169,Park Gorny,64.0,67.9,0.95
170,Stadion Borek,57.6,71.5,0.38
171,Kamienica Nadodrzanski,30.8,60.6,0.16
172,Skwer Bialy,62.4,62.2,0.66
173,Muzeum Nowy,40.3,50.7,0.85
174,Stadion Czerwony,58.9,80.4,0.64
175,Galeria Brochow,50.2,73.2,0.29
176,Kaplica Biskupin,21.4,73.9,0.86
177,Plac Psie Pole,25.7,69.8,0.25
178,Zaulek Zacisze,30.3,50.6,0.96
179,Wyspa Nadodrzanski,20.9,68.7,0.85
180,Galeria Psie Pole,32.3,60.4,0.37
181,Kamienica Biskupin,33.6,83.4,0.36
182,Plac Zacisze,38.9,69.2,0.77
183,Kaplica Nadodrzanski,63.8,80.3,0.98
184,Zaulek Oltaszyn,63.9,73.8,0.68
185,Centrum Brochow,40.3,57.8,0.81
186,Most Nadodrzanski,50.7,81.2,0.53
187,Muzeum Zachodni,48.1,83.7,0.46
188,Ogrod Wielki,59.6,64.3,0.48
189,Kosciol Karlowice,23.5,57.3,0.81
190,Teatr Swojczyce,45.4,57.0,0.76
191,Hala Sloneczny,60.3,61.8,0.47
192,Most Bialy,30.6,65.0,0.63
193,Zamek Oltaszyn,45.9,52.5,0.66
194,Aleja Gorny,30.0,75.6,0.56
195,Bulwar Psie Pole,30.5,54.3,0.57
196,Kamienica Swojczyce,52.5,51.2,0.43
197,Pomnik Biskupin,56.1,55.5,0.61
198,Muzeum Czerwony,39.2,82.8,0.47
199,Bulwar Klecina,54.2,48.5,0.39
200,Bulwar Oltaszyn,62.0,77.9,0.68
201,Aquapark Krzyki,33.0,78.5,0.43
202,Centrum Bialy,34.6,49.2,0.77
203,Kino Krzyki,62.3,82.5,0.30
204,Aleja Swojczyce,24.2,68.5,0.20
205,Plac Brochow,38.9,71.8,0.79
206,Plac Dolny,24.6,60.6,0.87
207,Kaplica Stary,61.3,87.4,0.43
208,Teatr Nadodrzanski,49.3,71.8,0.16
209,Kosciol Nadodrzanski,23.9,85.3,0.98
210,Stadion Stary,43.0,66.8,0.39
211,Kosciol Zielony,51.9,84.4,0.23
212,Zamek Gorny,37.7,73.7,0.73
213,Kino Nowy,61.0,81.1,0.56
214,Teatr Borek,56.4,68.5,0.91
215,Ogrod Wschodni,20.0,81.5,0.92
216,Palac Zachodni,23.7,84.6,0.72
217,Kino Klecina,51.8,74.9,0.53
218,Palac Nadodrzanski,63.0,49.4,0.43
219,Dworek Czerwony,41.2,80.2,0.63
220,Wyspa Gorny,22.8,80.3,0.94
221,Skwer Wschodni,42.7,75.0,0.45
222,Wyspa Sloneczny,60.6,66.5,0.47
223,Wyspa Zielony,64.2,61.5,0.12
224,Arena Nadodrzanski,36.4,82.9,0.88
225,Plac Oltaszyn,36.5,58.0,0.23
226,Teatr Dolny,20.3,48.9,0.27
227,Wieza Zacisze,62.2,65.8,0.69
228,Rynek Sloneczny,41.9,53.9,0.94
229,Kaplica Swojczyce,23.7,55.6,0.68
230,Hala Karlowice,45.1,80.8,0.55
231,Kosciol Czerwony,35.4,75.2,1.00
232,Hala Czerwony,32.4,89.5,0.25
233,Skwer Karlowice,51.7,55.9,0.36
234,Palac Bialy,24.7,46.9,0.50
235,Centrum Zachodni,46.3,51.6,0.21
236,Zamek Brochow,22.2,78.2,0.11
237,Galeria Czerwony,50.7,50.6,0.12
238,Aleja Maly,41.5,59.7,0.61
239,Kamienica Nowy,45.0,74.9,0.55
240,Hala Sepolno,30.1,88.4,0.21
241,Fontanna Bialy,55.2,76.9,0.12
242,Rynek Karlowice,26.9,55.4,0.50
243,Wyspa Biskupin,35.7,81.9,0.26
244,Arena Psie Pole,29.2,59.2,0.96
245,Aquapark Sepolno,40.1,71.8,0.75
246,Fontanna Brochow,60.4,60.4,0.94
247,Wieza Wielki,46.1,45.5,0.68
248,Most Psie Pole,57.0,85.9,0.65
249,Wieza Dolny,57.2,49.7,0.68
250,Hala Nadodrzanski,35.6,56.8,0.68
251,Palac Biskupin,62.4,81.9,0.75
252,Kosciol Gorny,64.5,74.1,0.73
253,Wieza Klecina,43.3,75.5,0.40
254,Rynek Zacisze,33.5,62.9,0.97
255,Kaplica Bialy,40.0,63.1,0.97
256,Palac Sloneczny,51.2,65.2,0.11
257,Stadion Karlowice,23.0,62.7,0.31
258,Park Dolny,47.6,68.5,0.73
259,Arena Nowy,25.2,72.0,0.43
260,Plac Swojczyce,29.2,83.3,0.91
261,Arena Bialy,32.5,79.9,0.31
262,Bulwar Czerwony,30.3,73.0,0.30
263,Skwer Nadodrzanski,38.2,82.6,0.89
264,Aleja Brochow,24.2,47.7,0.29
265,Dworek Psie Pole,37.8,80.3,0.64
266,Skwer Klecina,33.1,56.5,0.96
267,Kamienica Oltaszyn,59.3,52.7,0.81
268,Ogrod Nowy,38.1,71.5,0.94
269,Dworek Borek,43.3,80.1,0.52
270,Fontanna Nowy,53.9,48.2,0.91
271,Aleja Nadodrzanski,40.1,45.2,0.39
272,Zamek Biskupin,45.3,71.0,0.27
273,Aleja Psie Pole,37.0,54.5,0.49
274,Aquapark Zacisze,64.6,55.8,0.37
275,Wieza Gorny,26.9,57.3,0.40
276,Kaplica Sloneczny,56.1,50.0,0.58
277,Skwer Czerwony,57.9,67.9,0.17
278,Zaulek Maly,47.6,75.6,0.79
279,Galeria Biskupin,50.5,58.8,0.90
280,Muzeum Nadodrzanski,64.5,60.5,0.69
281,Rynek Nadodrzanski,23.4,45.5,0.87
282,Fontanna Dolny,62.7,54.4,0.97
283,Zamek Psie Pole,34.3,84.0,0.92
284,Brama Bialy,44.8,53.4,0.98
285,Wyspa Stary,26.0,79.8,0.97
286,Teatr Karlowice,63.4,81.8,0.23
287,Teatr Stary,45.6,81.2,0.85
288,Aquapark Borek,59.1,58.6,0.65
289,Aquapark Maly,54.5,47.9,0.36
290,Galeria Zacisze,25.5,88.2,0.98
291,Most Klecina,24.3,65.7,0.26
292,Hala Stary,43.3,79.9,0.13
293,Bulwar Biskupin,43.6,76.2,0.27
294,Aleja Wielki,52.7,60.3,0.83
295,Ogrod Zielony,29.0,82.6,0.24
296,Kosciol Biskupin,45.6,67.3,0.13
297,Kaplica Zielony,45.2,58.9,0.78
298,Fontanna Zachodni,39.8,68.4,0.38
299,Zamek Stary,30.5,46.9,0.56
300,Ogrod Bialy,32.8,48.7,0.67
301,Aleja Zielony,28.8,83.3,0.11
302,Pomnik Psie Pole,37.6,59.2,0.12
303,Zamek Bialy,52.7,60.6,0.31
304,Most Maly,35.9,61.4,0.57
305,Bulwar Zachodni,62.6,53.0,0.45
306,Galeria Swojczyce,50.5,71.1,0.65
307,Park Zielony,47.4,84.1,0.78
308,Wieza Brochow,41.5,79.5,0.47
309,Centrum Zacisze,51.7,68.3,0.93
310,Palac Borek,54.4,82.2,0.58
311,Aleja Stary,45.9,56.8,0.36
312,Palac Stary,60.9,63.0,0.44
313,Kamienica Czerwony,30.9,62.2,0.25
314,Zaulek Biskupin,59.6,52.5,0.20
315,Stadion Zielony,29.0,84.9,0.86
316,Zamek Sloneczny,60.6,72.1,0.60
317,Kamienica Zielony,45.7,87.0,0.57
318,Kosciol Krzyki,47.1,53.0,0.17
319,Skwer Psie Pole,62.9,65.8,0.74
320,Centrum Gorny,24.3,74.9,0.11
321,Kaplica Zachodni,47.9,48.6,0.86
322,Park Klecina,21.6,83.7,0.31
323,Fontanna Zacisze,54.0,56.1,0.60
324,Kamienica Gorny,60.2,67.3,0.14
325,Stadion Sepolno,54.1,67.7,0.70
326,Centrum Wielki,29.7,49.3,0.95
327,Kino Borek,32.3,56.1,0.37
328,Wyspa Zacisze,44.1,81.8,0.86
329,Palac Nowy,34.3,83.7,0.90
330,Park Oltaszyn,33.8,63.0,0.30
331,Stadion Wschodni,37.8,76.5,0.52
332,Centrum Swojczyce,58.0,65.2,0.28
333,Aleja Bialy,39.5,62.0,0.93
334,Kamienica Zacisze,55.4,81.3,0.95
335,Pomnik Zachodni,23.4,54.6,0.72
336,Kamienica Bialy,30.9,51.5,0.17
337,Arena Karlowice,22.0,82.5,0.63
338,Kino Stary,51.4,87.6,0.59
339,Aquapark Zielony,64.1,84.1,0.75
340,Hala Biskupin,58.9,83.2,0.88
341,Teatr Zacisze,36.1,53.9,0.76
342,Palac Gorny,26.0,72.5,0.83
343,Bulwar Nadodrzanski,30.6,50.0,0.59
344,Galeria Sloneczny,26.1,88.5,0.74
345,Rynek Zielony,46.7,82.6,0.96
346,Wyspa Oltaszyn,50.2,64.1,0.20
347,Kosciol Psie Pole,43.7,50.1,0.27
348,Kaplica Klecina,45.3,83.6,0.72
349,Kamienica Krzyki,28.0,50.5,0.37
350,Arena Zielony,54.9,85.9,0.32
351,Hala Swojczyce,44.0,86.3,0.57
352,Aleja Karlowice,40.8,71.0,0.15
353,Hala Maly,40.1,58.9,0.76
354,Palac Maly,38.1,72.9,0.20
355,Zamek Swojczyce,34.7,51.0,0.55
356,Wieza Zielony,30.6,45.5,0.68
357,Most Czerwony,62.9,74.5,0.59
358,Kamienica Wschodni,55.3,80.8,0.47
359,Kamienica Sloneczny,30.3,82.3,0.30
360,Centrum Wschodni,58.5,74.0,0.83
361,Wieza Krzyki,42.7,78.9,0.68
362,Kamienica Maly,41.8,59.6,0.26
363,Arena Borek,49.5,53.3,0.93
364,Galeria Maly,33.3,48.3,0.93
365,Muzeum Psie Pole,24.4,80.9,0.17
366,Skwer Swojczyce,59.5,86.4,0.37
367,Centrum Zielony,35.0,60.2,0.35
368,Zamek Czerwony,31.2,79.0,0.57
369,Teatr Zielony,46.1,57.4,0.28
370,Kamienica Brochow,39.3,87.6,0.64
371,Skwer Sloneczny,35.3,45.2,0.40
372,Skwer Krzyki,42.7,67.2,0.77
373,Zaulek Sloneczny,27.7,46.0,0.95
374,Pomnik Borek,61.5,74.2,0.76
375,Muzeum Swojczyce,38.0,70.9,0.30
376,Brama Klecina,27.5,56.0,0.43
377,Pomnik Zielony,26.5,72.0,0.29
378,Most Krzyki,38.8,80.8,0.35
379,Palac Psie Pole,40.3,51.8,0.46
380,Kino Zacisze,63.6,83.9,0.23
381,Brama Zielony,59.1,51.0,0.90
382,Aquapark Swojczyce,56.5,78.5,0.24
383,Brama Zachodni,26.1,55.0,0.43
384,Most Gorny,20.8,70.8,0.34
385,Galeria Nadodrzanski,61.8,50.4,0.25
386,Kaplica Nowy,34.0,75.2,0.62
387,Aleja Zachodni,42.3,71.9,0.16
388,Pomnik Bialy,24.2,45.4,0.92
389,Wyspa Wschodni,26.3,86.1,0.99
390,Rynek Biskupin,55.7,72.0,0.12
391,Muzeum Brochow,50.6,68.2,0.36
392,Hala Dolny,28.6,84.1,0.30
393,Muzeum Dolny,54.5,56.1,0.85
394,Wyspa Zachodni,35.8,53.1,0.82
395,Palac Wielki,52.0,55.9,0.91
396,Rynek Klecina,62.9,63.3,0.91
397,Rynek Oltaszyn,64.0,71.5,0.93
398,Centrum Oltaszyn,25.9,70.3,0.18
399,Park Borek,29.0,74.5,0.79
400,Aleja Wschodni,48.8,84.3,0.58
401,Palac Oltaszyn,47.0,51.5,0.60
402,Kosciol Oltaszyn,32.9,89.9,0.97
403,Stadion Dolny,22.9,46.5,0.24
404,Kino Psie Pole,50.7,61.7,0.51
405,Wieza Sepolno,20.5,64.0,0.91
406,Palac Czerwony,52.9,56.4,0.28
407,Pomnik Dolny,40.4,63.4,0.38
408,Park Stary,60.5,72.9,0.20
409,Brama Sloneczny,52.9,57.1,0.50
410,Rynek Zachodni,22.2,62.0,0.48
411,Zamek Karlowice,61.9,83.4,0.63
412,Hala Wschodni,59.9,68.8,0.86
413,Bulwar Sepolno,57.9,58.0,0.97
414,Stadion Oltaszyn,33.3,72.1,0.18
415,Fontanna Oltaszyn,48.4,75.1,0.60
416,Stadion Gorny,26.9,57.6,0.69
417,Dworek Karlowice,32.6,84.9,0.24
418,Arena Zacisze,60.0,84.5,0.91
419,Centrum Borek,63.7,60.2,0.15
420,Kosciol Sepolno,42.6,48.7,0.28
421,Pomnik Sepolno,45.8,70.2,0.79
422,Zamek Borek,52.0,51.7,0.24
423,Wyspa Sepolno,37.5,65.1,0.83
424,Fontanna Sloneczny,60.1,74.7,0.15
425,Hala Oltaszyn,53.0,77.5,0.48
426,Stadion Zachodni,35.3,53.6,0.66
427,Zaulek Dolny,53.0,89.5,0.68
428,Centrum Klecina,62.0,53.3,0.65
429,Kamienica Borek,51.7,71.8,0.26
430,Most Stary,28.2,60.8,0.78
431,Plac Maly,52.5,52.8,0.66
432,Kino Brochow,60.5,89.5,0.61
433,Fontanna Karlowice,45.0,59.5,0.25
434,Arena Maly,25.1,52.0,0.36
435,Teatr Sepolno,52.1,73.0,0.51
436,Brama Wielki,29.8,60.2,0.11
437,Bulwar Wschodni,56.7,83.8,0.34
438,Dworek Zielony,62.4,67.0,0.21
439,Muzeum Zielony,35.7,76.0,0.94
440,Aquapark Zachodni,41.3,73.9,0.55
441,Muzeum Karlowice,30.5,75.8,0.84
442,Brama Sepolno,36.2,83.3,0.86
443,Park Nowy,57.8,64.7,0.45
444,Bulwar Sloneczny,38.6,58.6,0.47
445,Centrum Maly,31.0,65.1,0.85
446,Rynek Wschodni,40.3,45.4,0.95
447,Hala Wielki,53.1,59.7,0.27
448,Galeria Sepolno,30.2,71.7,0.89
449,Kamienica Klecina,55.4,79.2,0.85
450,Galeria Wielki,28.3,53.4,0.15
451,Centrum Nadodrzanski,49.2,53.3,0.28
452,Galeria Zielony,31.5,66.1,0.73
453,Bulwar Bialy,45.3,89.1,0.35
454,Teatr Gorny,30.2,65.1,0.78
455,Most Dolny,20.1,84.0,0.66
456,Wieza Karlowice,56.9,80.6,0.15
457,Hala Brochow,47.5,80.3,0.16
458,Most Wschodni,34.2,81.4,0.73
459,Muzeum Bialy,47.8,63.9,0.44
460,Skwer Nowy,29.0,78.2,0.30
461,Aquapark Bialy,28.2,82.1,0.11
462,Zamek Zielony,39.2,47.4,0.72
463,Wieza Maly,25.9,57.7,0.32
464,Most Zacisze,41.4,51.3,0.61
465,Zaulek Brochow,50.8,56.0,0.15
466,Wieza Biskupin,41.3,82.0,0.51
467,Zamek Krzyki,59.8,70.6,0.38
468,Wieza Stary,28.0,84.4,0.60
469,Zaulek Krzyki,36.3,63.4,0.91
470,Hala Zielony,44.4,60.0,0.19
471,Stadion Bialy,35.3,59.7,0.98
472,Aleja Nowy,33.4,86.1,0.41
473,Wyspa Czerwony,47.7,56.9,0.84
474,Wyspa Brochow,61.4,89.2,0.78
475,Zaulek Nadodrzanski,64.2,88.9,0.37
476,Zamek Nadodrzanski,31.6,53.5,0.10
477,Aquapark Sloneczny,56.6,73.2,0.10
478,Rynek Krzyki,30.2,62.4,0.34
479,Galeria Oltaszyn,36.6,85.8,0.76
480,Arena Zachodni,28.9,87.0,0.19
481,Brama Biskupin,56.9,71.6,0.55
482,Rynek Czerwony,61.3,71.5,0.15
483,Kino Zielony,58.5,76.6,0.53
484,Aleja Klecina,23.2,50.9,0.99
485,Dworek Nadodrzanski,31.5,86.5,0.16
486,Fontanna Zielony,34.2,76.6,0.82
487,Aquapark Klecina,24.2,53.1,0.52
488,Palac Zielony,25.2,68.8,0.93
489,Bulwar Maly,45.5,64.9,1.00
490,Palac Zacisze,56.0,76.1,0.66
491,Kamienica Dolny,28.8,57.0,0.49
492,Kaplica Borek,38.5,59.6,0.95
493,Ogrod Psie Pole,56.1,64.4,0.88
494,Brama Nowy,52.8,70.7,0.92
495,Skwer Biskupin,51.7,60.5,0.43
496,Aquapark Oltaszyn,57.7,49.4,0.26
497,Park Brochow,49.7,56.5,0.26
498,Hala Gorny,36.6,76.2,0.96
499,Kino Wschodni,34.4,46.8,0.55
# Bus Edges: i,j
0,56
0,63
0,75
0,172
0,191
0,223
0,246
0,274
0,280
0,288
0,312
0,413
0,419
1,10
1,20
1,65
1,80
1,106
1,203
1,207
1,339
1,366
1,380
1,411
1,418
1,432
1,474
1,475
2,3
2,88
2,135
2,197
2,233
2,323
2,393
2,395
2,406
2,409
2,431
2,465
3,149
3,166
3,197
3,267
3,276
3,314
3,323
3,393
3,431
4,21
4,24
4,102
4,157
4,159
4,177
4,262
4,377
4,398
4,448
4,488
5,9
5,15
5,50
5,67
5,69
5,112
5,351
5,370
5,453
5,479
6,33
6,40
6,57
6,59
6,74
6,101
6,192
6,254
6,313
6,330
6,445
6,452
6,454
7,181
7,201
7,224
7,243
7,261
7,265
7,283
7,329
7,442
7,458
8,11
8,116
8,117
8,157
8,159
8,194
8,262
8,386
8,399
8,414
8,441
8,448
9,15
9,50
9,58
9,67
9,112
9,144
9,307
9,317
9,348
9,351
9,453
10,20
10,65
10,80
10,106
10,207
10,339
10,380
10,411
10,432
10,474
10,475
11,82
11,116
11,117
11,194
11,201
11,231
11,386
11,414
11,439
11,441
11,486
11,498
12,126
12,132
12,190
12,297
12,311
12,318
12,369
12,451
12,465
12,473
12,497
13,100
13,119
13,173
13,228
13,273
13,341
13,355
13,379
13,394
13,426
13,464
14,34
14,44
14,80
14,125
14,183
14,200
14,203
14,213
14,251
14,286
15,50
15,58
15,67
15,112
15,144
15,317
15,348
15,351
15,453
16,25
16,52
16,55
16,82
16,90
16,265
16,331
16,378
16,439
16,498
17,26
17,124
17,147
17,250
17,266
17,273
17,327
17,341
17,394
17,426
17,476
18,49
18,93
18,145
18,165
18,211
18,248
18,310
18,338
18,350
18,427
18,437
19,32
19,70
19,96
19,121
19,199
19,249
19,270
19,276
19,289
19,496
20,65
20,106
20,207
20,339
20,380
20,432
20,474
20,475
21,24
21,159
21,177
21,204
21,259
21,291
21,377
21,398
21,488
22,42
22,48
22,66
22,78
22,81
22,155
22,176
22,220
22,236
22,320
23,33
23,57
23,59
23,101
23,127
23,182
23,255
23,298
23,407
23,423
23,469
24,66
24,81
24,102
24,159
24,177
24,204
24,259
24,342
24,377
24,398
24,488
25,38
25,55
25,90
25,198
25,219
25,263
25,265
25,308
25,378
25,466
26,124
26,225
26,250
26,266
26,273
26,327
26,341
26,367
26,426
26,471
27,45
27,83
27,118
27,131
27,164
27,178
27,326
27,349
27,434
27,450
28,77
28,105
28,182
28,205
28,245
28,268
28,298
28,352
28,354
28,375
29,85
29,109
29,173
29,193
29,235
29,247
29,284
29,321
29,347
29,401
29,420
29,464
30,86
30,99
30,104
30,161
30,210
30,258
30,272
30,296
30,372
30,387
30,421
30,489
31,68
31,87
31,163
31,209
31,216
31,240
31,260
31,290
31,295
31,301
31,315
31,344
31,389
31,392
31,468
31,480
32,70
32,96
32,110
32,158
32,166
32,218
32,249
32,276
32,381
32,385
32,496
33,40
33,57
33,59
33,77
33,101
33,192
33,445
33,452
34,44
34,80
34,107
34,125
34,183
34,200
34,203
34,213
34,251
34,286
35,83
35,131
35,147
35,178
35,195
35,266
35,327
35,336
35,450
35,476
35,491
36,137
36,217
36,241
36,382
36,390
36,425
36,435
36,449
36,477
36,490
37,39
37,41
37,64
37,175
37,208
37,217
37,306
37,390
37,429
37,435
37,494
38,55
38,198
38,219
38,263
38,269
38,308
38,328
38,378
38,466
39,64
39,137
39,170
39,214
39,360
39,390
39,467
39,477
39,481
40,74
40,171
40,192
40,254
40,313
40,330
40,445
40,452
40,454
40,478
41,60
41,79
41,99
41,175
41,208
41,217
41,306
41,415
41,429
41,435
41,494
42,48
42,78
42,155
42,162
42,176
42,215
42,220
42,236
42,320
43,47
43,62
43,114
43,256
43,294
43,303
43,325
43,346
43,404
43,443
43,447
43,493
43,495
44,107
44,143
44,183
44,184
44,200
44,252
44,357
44,374
44,424
45,53
45,94
45,97
45,118
45,122
45,160
45,226
45,234
45,264
45,281
45,388
45,403
45,434
45,484
45,487
46,120
46,209
46,216
46,220
46,285
46,301
46,322
46,337
46,365
