# Attractions: id,name,x,y,attractiveness
8,47
8,52
8,55
8,67
8,97
9,26
9,27
9,81
10,71
10,83
11,30
11,33
11,57
11,68
12,32
12,80
12,89
13,28
13,38
13,44
13,72
13,84
14,82
14,84
14,91
15,38
15,72
15,77
16,68
16,85
16,96
17,37
17,45
17,65
17,73
18,53
18,66
18,99
19,74
19,78
20,28
20,35
20,76
21,22
21,27
21,36
21,50
21,81
22,27
22,36
22,49
22,81
23,25
23,42
24,43
24,61
24,78
25,42
25,57
26,81
26,95
27,36
27,49
28,44
28,64
29,62
29,79
29,87
30,33
30,37
30,45
30,68
31,39
31,83
31,88
31,92
32,80
32,86
32,91
33,57
34,90
34,94
34,98
35,76
36,49
37,65
37,68
37,73
37,85
38,72
39,95
40,82
40,84
40,85
41,51
42,99
43,69
43,74
43,78
44,64
44,76
45,61
45,73
46,70
46,75
46,89
46,96
46,97
47,48
47,67
48,60
48,67
48,80
50,56
51,53
51,99
52,55
53,99
54,61
54,66
54,93
55,97
56,58
58,62
58,79
58,87
59,94
59,98
60,86
61,93
62,79
62,87
63,65
63,69
63,77
64,86
64,91
65,73
66,93
68,85
69,77
70,75
70,97
71,83
72,82
72,84
74,78
75,97
79,87
80,86
80,91
82,84
83,92
86,91
88,92
89,96
90,94
90,98
94,98
