# Attractions: id,name,x,y,attractiveness
2,92
3,10
3,26
3,31
3,39
3,52
3,55
3,70
3,71
3,83
3,88
3,92
3,95
4,6
4,19
4,34
4,43
4,59
4,74
4,78
4,90
4,93
4,94
4,98
5,7
5,21
5,22
5,23
5,27
5,36
5,41
5,42
5,49
5,51
5,53
5,56
5,58
5,99
6,19
6,24
6,34
6,43
6,59
6,61
6,63
6,69
6,74
6,77
6,78
6,90
6,93
6,94
6,98
7,21
7,22
7,23
7,25
7,27
7,36
7,41
7,42
7,49
7,51
7,53
7,99
8,12
8,39
8,46
8,47
8,52
8,55
8,67
8,70
8,75
8,89
8,97
9,21
9,22
9,26
9,27
9,36
9,39
9,49
9,50
9,81
9,95
10,31
10,39
10,52
10,55
10,71
10,83
10,88
10,92
11,16
11,17
11,25
11,30
11,33
11,37
11,45
11,57
11,68
11,73
11,85
11,89
11,96
12,14
12,16
12,32
12,46
12,47
12,67
12,75
12,80
12,86
12,89
12,91
12,96
12,97
13,14
13,15
13,20
13,28
13,38
13,40
13,44
13,64
13,72
13,76
13,82
13,84
13,91
14,28
14,32
14,40
14,44
14,64
14,72
14,80
14,82
14,84
14,86
14,91
15,38
15,40
15,63
15,65
15,69
15,72
15,77
15,82
15,84
16,30
16,33
16,37
16,40
16,46
16,57
16,68
16,73
16,85
16,89
16,96
17,24
17,30
17,33
17,37
17,45
17,54
17,61
17,65
17,68
17,69
17,73
17,85
18,23
18,25
18,29
18,42
18,51
18,53
18,54
18,66
18,79
18,99
19,24
19,34
19,43
19,59
19,69
19,74
19,77
19,78
19,90
19,94
19,98
20,28
20,35
20,38
20,44
20,60
20,64
20,76
20,86
20,91
21,22
21,27
21,36
21,41
21,49
21,50
21,56
21,81
22,26
22,27
22,36
22,41
22,49
22,50
22,51
22,81
23,25
23,36
23,41
23,42
23,49
23,51
23,53
23,57
23,66
23,99
24,43
24,45
24,54
24,61
24,63
24,65
24,69
24,73
24,74
24,78
24,93
25,30
25,33
25,42
25,51
25,53
25,54
25,57
25,66
25,99
26,27
26,31
26,39
26,81
26,88
26,92
26,95
27,36
27,41
27,49
27,51
27,81
27,95
28,35
28,38
28,44
28,64
28,72
28,76
28,82
28,84
28,91
29,51
29,53
29,56
29,58
29,62
29,79
29,87
29,99
30,33
30,37
30,45
30,57
30,61
30,68
30,73
30,85
31,39
31,52
31,55
31,70
31,71
31,83
31,88
31,92
31,95
32,35
32,44
32,48
32,60
32,64
32,80
32,86
32,91
33,37
33,45
33,57
33,68
33,73
33,96
34,43
34,59
34,74
34,78
34,90
34,94
34,98
35,44
35,48
35,60
35,64
35,76
35,86
36,41
36,49
36,50
36,51
36,56
36,81
37,40
37,45
37,57
37,61
37,65
37,68
37,73
37,85
38,40
38,44
38,64
38,72
38,77
38,82
38,84
39,52
39,55
39,70
39,71
39,75
39,83
39,88
39,92
39,95
39,97
40,63
40,65
40,72
40,73
40,82
40,84
40,85
41,42
41,49
41,50
41,51
41,53
41,56
41,58
41,62
41,81
41,87
41,99
42,49
42,51
42,53
42,57
42,66
42,99
43,59
43,61
43,63
43,69
43,74
43,77
43,78
43,90
43,93
43,94
43,98
44,64
44,72
44,76
44,84
44,86
44,91
45,54
45,61
45,65
45,66
45,68
45,73
45,93
46,55
46,57
46,70
46,75
46,89
46,96
46,97
47,48
47,52
47,55
47,60
47,67
47,80
47,97
48,60
48,64
48,67
48,76
48,80
48,86
48,91
49,51
49,81
49,99
50,56
50,58
50,62
50,81
50,87
51,53
51,56
51,58
51,62
51,79
51,87
51,99
52,55
52,67
52,70
52,71
52,75
52,83
52,88
52,92
52,97
53,54
53,58
53,62
53,66
53,79
53,87
53,99
54,59
54,61
54,66
54,93
55,67
55,70
55,71
55,75
55,95
55,97
56,58
56,62
56,79
56,87
57,68
57,96
58,62
58,79
58,87
59,74
59,78
59,90
59,93
59,94
59,98
60,64
60,67
60,76
60,80
60,86
60,91
61,66
61,73
61,93
62,79
62,87
63,65
63,69
63,72
63,77
63,78
63,82
64,76
64,80
64,82
64,84
64,86
64,91
65,68
65,69
65,73
65,82
65,85
66,93
66,99
67,80
67,97
68,73
68,85
68,96
69,74
69,77
69,78
70,75
70,88
70,89
70,95
70,97
71,83
71,88
71,92
72,77
72,82
72,84
73,85
74,77
74,78
74,90
74,94
74,98
75,89
75,96
75,97
76,86
77,78
78,90
78,94
78,98
79,87
79,99
80,86
80,89
80,91
81,95
82,84
82,85
83,88
83,92
83,95
85,89
86,91
88,92
88,95
89,96
89,97
90,94
90,98
92,95
93,94
94,98
96,97
