# Attractions: id,name,x,y,attractiveness
50,Park Krzyki,25.4,67.6,6.3
51,Skwer Psie Pole,58.7,49.6,4.5
52,Kosciol Zielony,47.0,70.0,8.1
53,Muzeum Sloneczny,44.7,77.9,8.0
54,Galeria Klecina,53.8,71.4,4.6
55,Plac Wschodni,47.6,50.0,8.3
56,Most Gorny,40.2,81.7,7.5
57,Wieza Borek,50.6,54.5,4.6
58,Ogrod Karlowice,64.1,86.8,8.2
59,Bulwar Bialy,65.0,68.1,3.5
60,Teatr Nadodrzanski,35.3,70.1,4.9
61,Kino Oltaszyn,40.6,84.4,7.6
62,Rynek Stary,46.0,46.1,7.6
63,Brama Maly,36.4,64.0,5.6
64,Dworek Sepolno,46.4,67.4,3.8
65,Palac Swojczyce,42.8,78.8,6.9
66,Fontanna Czerwony,42.1,86.3,4.7
67,Pomnik Zacisze,38.9,86.7,6.1
68,Zaulek Brochow,43.3,46.1,4.5
69,Aleja Nowy,25.8,47.2,7.6
70,Kamienica Wielki,59.9,49.6,7.0
71,Kaplica Biskupin,41.2,66.7,4.5
72,Arena Zachodni,59.9,73.2,6.0
73,Hala Dolny,41.1,86.8,9.4
74,Centrum Krzyki,44.6,70.2,7.4
75,Park Psie Pole,33.8,81.0,6.3
76,Skwer Zielony,41.6,84.8,5.8
77,Kosciol Sloneczny,33.2,57.1,3.2
78,Muzeum Klecina,49.5,71.9,6.0
79,Galeria Wschodni,43.5,67.0,9.0
80,Plac Gorny,31.7,66.9,6.3
81,Most Borek,57.2,81.4,6.6
82,Wieza Karlowice,60.8,82.4,5.1
83,Ogrod Bialy,61.3,49.4,7.5
84,Bulwar Nadodrzanski,55.3,68.2,5.9
85,Teatr Oltaszyn,63.4,88.5,8.5
86,Kino Stary,41.6,47.9,4.7
87,Rynek Maly,42.4,49.3,7.9
88,Brama Sepolno,38.5,65.2,3.1
89,Dworek Swojczyce,20.0,71.1,9.1
90,Palac Czerwony,23.7,80.7,4.6
91,Fontanna Zacisze,47.9,78.8,9.2
92,Pomnik Brochow,50.1,73.6,4.0
93,Zaulek Nowy,34.1,71.2,8.0
94,Aleja Wielki,62.7,67.1,7.7
95,Kamienica Biskupin,26.1,55.0,6.8
96,Kaplica Zachodni,63.1,84.4,6.3
97,Arena Dolny,23.8,75.1,9.1
98,Hala Krzyki,55.3,86.2,5.0
99,Centrum Psie Pole,38.5,81.4,6.4
100,Park Zielony,28.9,45.6,3.7
101,Skwer Sloneczny,59.9,47.3,5.3
102,Kosciol Klecina,35.9,79.6,3.2
103,Muzeum Wschodni,43.0,59.7,5.0
104,Galeria Gorny,34.7,50.5,9.2
105,Plac Borek,45.7,81.2,4.0
106,Most Karlowice,43.4,64.5,5.2
107,Wieza Bialy,46.9,75.5,3.5
108,Ogrod Nadodrzanski,38.0,53.8,9.0
109,Bulwar Oltaszyn,22.0,69.5,8.5
110,Teatr Stary,40.3,79.0,4.2
111,Kino Maly,52.0,84.5,3.8
112,Rynek Sepolno,43.8,80.3,6.4
113,Brama Swojczyce,63.0,52.2,8.5
114,Dworek Czerwony,37.5,64.1,5.7
115,Palac Zacisze,23.5,58.7,5.2
116,Fontanna Brochow,31.9,67.4,8.1
117,Pomnik Nowy,38.7,66.0,5.1
118,Zaulek Wielki,41.7,50.4,8.2
119,Aleja Biskupin,55.9,81.7,8.5
120,Kamienica Zachodni,30.4,87.9,8.7
121,Kaplica Dolny,49.1,63.4,8.1
122,Arena Krzyki,58.2,75.2,9.2
123,Hala Psie Pole,35.8,52.1,6.7
124,Centrum Zielony,45.8,69.2,3.7
125,Park Sloneczny,52.2,70.0,6.7
126,Skwer Klecina,29.6,58.3,4.7
127,Kosciol Wschodni,45.0,49.6,4.7
128,Muzeum Gorny,63.0,52.7,7.4
129,Galeria Borek,54.2,77.5,4.2
130,Plac Karlowice,48.4,67.8,4.8
131,Most Bialy,57.7,58.1,5.0
132,Wieza Nadodrzanski,31.7,47.8,5.7
133,Ogrod Oltaszyn,60.4,80.0,5.7
134,Bulwar Stary,20.7,49.3,3.1
135,Teatr Maly,25.5,75.9,6.7
136,Kino Sepolno,62.1,60.8,8.1
137,Rynek Swojczyce,47.3,74.5,7.0
138,Brama Czerwony,61.6,59.2,4.4
139,Dworek Zacisze,40.8,89.1,8.7
140,Palac Brochow,50.9,83.8,7.4
141,Fontanna Nowy,61.6,62.5,9.2
142,Pomnik Wielki,36.0,78.1,5.8
143,Zaulek Biskupin,21.1,76.3,4.9
144,Aleja Zachodni,63.1,81.0,3.8
145,Kamienica Dolny,54.6,59.3,8.9
146,Kaplica Krzyki,44.4,60.4,6.6
147,Arena Psie Pole,52.5,50.1,7.0
148,Hala Zielony,25.3,50.7,5.3
149,Centrum Sloneczny,49.2,74.5,3.2
150,Park Klecina,46.0,61.0,5.5
151,Skwer Wschodni,30.8,63.9,4.4
152,Kosciol Gorny,25.6,69.4,7.3
153,Muzeum Borek,62.1,75.8,5.6
154,Galeria Karlowice,31.5,51.6,3.2
155,Plac Bialy,32.5,66.5,4.7
156,Most Nadodrzanski,34.2,87.5,6.9
157,Wieza Oltaszyn,57.8,69.9,7.2
158,Ogrod Stary,63.3,68.1,4.7
159,Bulwar Maly,48.5,79.0,5.1
160,Teatr Sepolno,49.6,45.5,9.4
161,Kino Swojczyce,41.2,88.7,7.4
162,Rynek Czerwony,58.8,86.7,8.9
163,Brama Zacisze,38.0,88.9,9.2
164,Dworek Brochow,30.5,82.3,5.2
165,Palac Nowy,29.0,61.2,7.1
166,Fontanna Wielki,44.7,66.3,8.1
167,Pomnik Biskupin,46.1,53.5,7.1
168,Zaulek Zachodni,26.9,85.2,9.2
169,Aleja Dolny,56.6,82.6,7.6
170,Kamienica Krzyki,55.8,73.8,3.5
171,Kaplica Psie Pole,36.8,77.9,3.9
172,Arena Zielony,53.3,89.9,3.1
173,Hala Sloneczny,29.8,83.2,6.8
174,Centrum Klecina,45.8,88.0,5.5
175,Park Wschodni,63.3,68.2,7.2
176,Skwer Gorny,27.1,67.9,3.6
177,Kosciol Borek,53.0,60.0,4.7
178,Muzeum Karlowice,21.9,71.7,8.1
179,Galeria Bialy,27.3,58.2,6.5
180,Plac Nadodrzanski,36.1,88.8,4.2
181,Most Oltaszyn,53.6,45.4,6.9
182,Wieza Stary,41.6,64.0,8.3
183,Ogrod Maly,60.6,89.1,9.5
184,Bulwar Sepolno,27.7,68.2,4.2
185,Teatr Swojczyce,44.3,52.4,8.8
186,Kino Czerwony,43.2,84.7,7.2
187,Rynek Zacisze,20.1,61.9,5.4
188,Brama Brochow,29.7,51.9,7.0
189,Dworek Nowy,25.7,89.3,6.1
190,Palac Wielki,59.3,77.7,5.5
191,Fontanna Biskupin,47.8,74.1,5.3
192,Pomnik Zachodni,60.9,50.4,6.4
193,Zaulek Dolny,57.3,75.8,6.0
194,Aleja Krzyki,46.3,48.7,8.1
195,Kamienica Psie Pole,24.0,67.3,5.0
196,Kaplica Zielony,53.9,55.2,5.1
197,Arena Sloneczny,42.8,59.9,8.9
198,Hala Klecina,52.6,83.6,5.6
199,Centrum Wschodni,28.0,81.3,4.4
# Bus Edges: i,j
0,1
0,2
0,5
0,9
0,14
0,18
0,22
0,29
0,31
0,33
0,40
0,47
1,4
1,5
1,9
1,11
1,13
1,23
1,35
1,42
1,48
1,49
1,57
1,77
1,83
1,93
1,145
1,166
1,177
1,196
2,3
2,6
2,10
2,12
2,17
2,28
2,30
2,34
2,44
2,52
2,69
2,78
2,87
2,92
2,118
2,199
3,7
3,8
3,10
3,16
3,21
3,43
3,56
3,61
3,75
3,99
3,102
3,104
3,142
3,171
4,5
4,11
4,15
4,23
4,25
4,42
4,83
4,116
4,131
4,136
4,138
5,6
5,15
5,23
5,32
5,41
5,59
5,72
5,94
5,106
5,136
5,141
6,7
6,12
6,26
6,27
6,38
6,44
6,45
6,63
6,71
6,79
6,88
6,106
6,127
6,182
7,8
7,10
7,16
7,43
7,53
7,60
7,65
7,75
7,137
7,159
7,170
7,194
8,16
8,20
8,21
8,58
8,75
8,90
8,142
8,150
8,164
9,11
9,13
9,19
9,25
9,36
9,46
9,55
9,147
9,181
10,17
10,26
10,30
10,44
10,53
10,74
10,91
10,99
10,165
11,51
11,70
11,83
11,113
11,128
11,192
12,17
12,26
12,28
12,38
12,44
12,64
12,71
12,79
12,94
12,166
13,18
13,19
13,24
13,33
13,49
13,54
13,104
13,145
13,156
13,177
14,15
14,18
14,22
14,29
14,31
14,32
14,40
14,47
14,121
14,167
15,23
15,32
15,41
15,59
15,66
15,84
15,85
15,149
16,20
16,27
16,43
16,50
16,60
16,63
16,79
16,128
17,28
17,34
17,45
17,54
17,59
17,61
17,64
17,103
17,118
17,130
18,19
18,33
18,39
18,40
18,47
18,64
18,66
19,57
19,94
19,133
20,21
20,43
20,61
20,90
20,120
20,168
20,187
20,189
21,56
21,59
21,61
21,75
21,98
21,102
21,120
21,156
21,164
22,26
22,29
22,31
22,45
22,50
22,52
22,76
22,121
23,59
23,106
23,130
23,162
23,172
23,185
24,25
24,36
24,39
24,49
24,54
24,92
24,103
24,146
24,167
24,197
25,51
25,70
25,122
26,28
26,31
26,34
26,47
26,52
26,73
26,87
26,96
27,43
27,50
27,58
27,60
27,80
27,89
27,93
27,116
27,126
27,136
27,152
27,176
28,30
28,34
28,41
28,54
28,55
28,63
28,84
28,95
28,125
29,65
29,108
29,121
29,186
29,190
30,31
30,44
30,45
30,52
30,53
30,58
30,78
30,92
30,107
30,137
31,38
31,40
31,47
32,35
32,78
32,113
32,116
32,120
32,140
32,154
33,39
33,40
33,49
33,148
34,64
34,67
34,77
34,86
34,105
34,130
34,143
35,42
35,89
35,123
35,152
36,37
36,46
36,55
36,56
36,62
36,68
36,69
36,77
36,86
36,87
36,108
36,118
36,148
36,167
36,185
37,53
37,67
37,69
37,77
37,95
37,104
37,108
37,123
37,164
37,195
38,39
38,44
38,63
38,71
38,103
38,106
38,126
38,146
38,166
39,47
39,49
39,99
39,103
39,146
39,147
39,150
39,157
39,163
40,41
40,112
40,178
40,190
41,45
41,54
41,84
41,86
41,115
41,170
42,48
42,57
42,65
42,70
42,75
42,79
42,95
42,131
42,138
43,50
43,71
43,82
43,89
43,90
43,97
43,110
43,111
43,135
43,155
43,174
44,45
44,50
44,52
44,64
44,74
44,111
44,124
44,134
44,191
45,74
45,130
45,151
46,48
46,49
46,51
46,55
46,120
46,133
46,147
47,48
47,56
47,57
47,90
47,123
47,150
47,155
47,156
48,51
48,131
48,145
48,146
48,171
48,193
49,57
50,51
50,89
50,109
50,115
50,152
50,176
50,184
50,186
50,187
50,195
51,53
51,68
51,69
51,70
51,76
51,83
51,101
51,125
51,174
52,70
52,74
52,78
52,124
52,191
53,56
53,58
53,60
53,62
53,65
53,81
53,91
53,100
53,105
53,107
53,112
53,138
53,181
54,58
54,72
54,74
54,81
54,84
54,122
54,125
54,136
54,141
54,157
54,170
54,177
54,185
55,62
55,68
55,127
55,160
55,167
55,194
56,61
56,65
56,66
56,67
56,99
56,110
56,160
57,62
57,147
57,175
57,196
58,68
58,81
58,82
58,85
58,88
58,96
58,183
59,72
59,94
59,96
59,122
59,158
59,175
60,63
60,80
60,81
60,93
60,109
60,116
61,66
61,67
61,73
61,76
61,82
61,99
61,113
61,119
61,138
61,175
61,186
62,68
62,86
62,114
62,117
62,160
62,194
63,72
63,77
63,80
63,88
63,114
63,151
65,66
65,88
65,91
65,105
65,108
65,110
65,112
65,124
65,134
65,169
66,67
66,73
66,76
66,101
66,139
66,161
66,174
66,186
67,73
67,139
67,156
67,163
67,180
68,69
68,86
68,87
68,93
68,152
68,196
69,72
69,95
69,100
69,132
69,134
69,142
69,148
70,83
70,101
70,107
70,113
70,192
71,78
71,79
71,88
71,91
71,103
71,114
71,117
71,150
71,182
72,81
72,82
72,94
72,100
72,122
72,153
72,157
73,76
73,139
73,161
73,174
73,197
74,80
74,124
74,127
75,102
75,120
75,164
75,173
76,129
76,151
76,159
76,186
77,95
77,97
77,100
77,104
77,112
77,115
77,126
77,165
78,80
78,91
78,92
78,125
79,89
79,106
79,166
79,182
80,90
80,93
80,116
80,151
80,155
81,82
81,84
81,85
81,98
81,111
81,119
81,122
81,129
81,131
81,133
81,169
82,85
82,96
82,98
82,117
82,133
82,144
82,162
83,101
83,113
83,128
83,130
83,143
83,164
83,192
84,85
84,109
84,110
84,157
84,169
85,96
85,183
86,87
86,97
86,104
86,118
86,132
87,102
87,118
87,127
88,92
88,114
88,117
89,97
89,109
89,178
90,97
90,98
90,135
90,143
90,168
90,187
91,101
91,105
91,107
91,111
91,153
91,159
92,132
92,137
92,149
92,180
93,107
93,125
93,144
93,161
93,198
94,158
94,175
95,100
95,115
95,126
95,134
95,148
95,177
95,179
96,98
96,121
96,144
96,162
97,109
97,135
97,143
97,178
98,111
98,119
98,135
98,140
98,162
98,169
98,172
98,198
99,110
100,132
100,134
100,144
101,198
102,142
102,171
103,119
103,146
103,197
104,108
104,123
104,132
104,154
104,163
105,112
105,128
105,157
105,159
106,182
107,115
107,121
107,124
107,137
107,149
107,159
107,191
108,123
108,172
108,179
109,139
109,152
109,178
109,187
109,193
109,195
110,173
110,192
111,119
111,140
111,172
111,198
112,183
113,114
113,128
114,117
115,126
115,187
116,151
116,155
117,154
117,180
118,127
118,137
119,129
119,133
119,140
119,162
119,169
120,156
120,166
120,168
120,189
122,129
122,153
122,170
122,190
122,193
122,199
123,129
123,154
123,184
125,131
125,142
125,158
126,165
126,176
126,179
127,167
127,185
127,194
128,171
129,170
130,139
130,165
131,136
131,141
131,160
132,154
132,188
133,135
133,144
133,153
133,190
134,140
134,148
135,143
136,138
136,141
136,145
137,149
137,178
137,191
138,141
138,145
138,153
138,161
139,158
139,161
139,163
140,194
140,198
141,147
142,171
143,183
145,177
145,196
146,149
146,150
146,197
147,160
147,181
148,188
149,191
150,168
151,155
151,165
152,176
152,184
152,195
153,190
154,188
155,184
156,180
157,158
158,175
159,189
160,181
161,163
161,174
161,182
162,172
162,183
162,196
163,180
164,168
164,173
164,192
164,199
165,179
165,195
167,185
168,173
168,189
168,199
169,173
169,176
170,193
173,188
173,199
176,184
176,189
180,181
182,188
189,197
190,193
